Gene Systematic Name,Gene Official Symbol,Gene Synonyms,Organism
YDR098C,GRX3,monothiol glutaredoxin GRX3|S000007444,Saccharomyces cerevisiae (S288c)
YER174C,GRX4,monothiol glutaredoxin GRX4|S000007445,Saccharomyces cerevisiae (S288c)
YPL221W,FLC1,BOP1|HUF1|L000004721,Saccharomyces cerevisiae (S288c)
YAL053W,FLC2,FAD transporter FLC2|HUF2,Saccharomyces cerevisiae (S288c)
YML007W,YAP1,PAR1|SNQ3|DNA-binding transcription factor YAP1|L000001364,Saccharomyces cerevisiae (S288c)
YDR423C,CAD1,YAP2|L000000206,Saccharomyces cerevisiae (S288c)
YDR389W,SAC7,L000001794,Saccharomyces cerevisiae (S288c)
YBR258C,SHG1,CPS15,Saccharomyces cerevisiae (S288c)
YBR043C,QDR3,AQR2,Saccharomyces cerevisiae (S288c)
YMR026C,PEX12,PAS11|ubiquitin-protein ligase peroxin 12|L000004223|L000003964,Saccharomyces cerevisiae (S288c)
YBR070C,ALG14,N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase anchoring subunit ALG14,Saccharomyces cerevisiae (S288c)
YHR188C,GPI16,-,Saccharomyces cerevisiae (S288c)
YBR086C,IST2,-,Saccharomyces cerevisiae (S288c)
YOR079C,ATX2,YOR29-30|Mn(2+) transporter ATX2|L000003290,Saccharomyces cerevisiae (S288c)
YBR087W,RFC5,replication factor C subunit 5|L000002843,Saccharomyces cerevisiae (S288c)
YBR152W,SPP381,L000004711,Saccharomyces cerevisiae (S288c)
YKL074C,MUD2,L000002794,Saccharomyces cerevisiae (S288c)
YBR250W,SPO23,-,Saccharomyces cerevisiae (S288c)
YCL005W,LDB16,-,Saccharomyces cerevisiae (S288c)
YLR329W,REC102,L000001604,Saccharomyces cerevisiae (S288c)
YCR008W,SAT4,HAL4|serine/threonine protein kinase SAT4|L000004136,Saccharomyces cerevisiae (S288c)
YJL170C,ASG7,L000004055,Saccharomyces cerevisiae (S288c)
YDL017W,CDC7,LSD6|SAS1|serine/threonine protein kinase CDC7|L000000247,Saccharomyces cerevisiae (S288c)
YHR154W,RTT107,ESC4|L000004424,Saccharomyces cerevisiae (S288c)
YDL058W,USO1,INT1|L000002446,Saccharomyces cerevisiae (S288c)
YDL195W,SEC31,WEB1|L000002484,Saccharomyces cerevisiae (S288c)
YDL112W,TRM3,L000004920,Saccharomyces cerevisiae (S288c)
YDR108W,TRS85,GSG1|MUM1|L000002779|S000029315|L000002585,Saccharomyces cerevisiae (S288c)
YLR348C,DIC1,L000004327,Saccharomyces cerevisiae (S288c)
YDL145C,COP1,RET1|SEC33|SOO1|L000002603,Saccharomyces cerevisiae (S288c)
YMR013C,SEC59,L000001851,Saccharomyces cerevisiae (S288c)
YDL203C,ACK1,-,Saccharomyces cerevisiae (S288c)
YIL014W,MNT3,-,Saccharomyces cerevisiae (S288c)
YDR016C,DAD1,-,Saccharomyces cerevisiae (S288c)
YAL059W,ECM1,L000003052,Saccharomyces cerevisiae (S288c)
YDR049W,VMS1,-,Saccharomyces cerevisiae (S288c)
YLL014W,EMC6,-,Saccharomyces cerevisiae (S288c)
YDR130C,FIN1,-,Saccharomyces cerevisiae (S288c)
YLL049W,LDB18,-,Saccharomyces cerevisiae (S288c)
YDR170C,SEC7,Arf family guanine nucleotide exchange factor SEC7|L000001833,Saccharomyces cerevisiae (S288c)
YNL041C,COG6,COD2|SEC37,Saccharomyces cerevisiae (S288c)
YHR004C,NEM1,Nem1-Spo7 phosphatase catalytic subunit NEM1,Saccharomyces cerevisiae (S288c)
YMR025W,CSI1,S000028416,Saccharomyces cerevisiae (S288c)
YDR402C,DIT2,CYP56|L000000507,Saccharomyces cerevisiae (S288c)
YPR007C,REC8,SPO69|L000004667,Saccharomyces cerevisiae (S288c)
YDR437W,GPI19,-,Saccharomyces cerevisiae (S288c)
YER002W,NOP16,-,Saccharomyces cerevisiae (S288c)
YIL064W,EFM4,SEE1,Saccharomyces cerevisiae (S288c)
YER072W,VTC1,NRF1|PHM4|L000004689,Saccharomyces cerevisiae (S288c)
YLR410W,VIP1,inositol polyphosphate kinase VIP1|L000004547,Saccharomyces cerevisiae (S288c)
YHL029C,OCA5,-,Saccharomyces cerevisiae (S288c)
YER180C-A,SLO1,S000028475,Saccharomyces cerevisiae (S288c)
YLR368W,MDM30,DSG1|SCF ubiquitin ligase complex subunit MDM30,Saccharomyces cerevisiae (S288c)
YFL045C,SEC53,ALG4|phosphomannomutase SEC53|L000001849,Saccharomyces cerevisiae (S288c)
YJL097W,PHS1,enoyl-CoA hydratase PHS1,Saccharomyces cerevisiae (S288c)
YNL325C,FIG4,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase|L000003583",Saccharomyces cerevisiae (S288c)
YGL001C,ERG26,sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating),Saccharomyces cerevisiae (S288c)
YLR102C,APC9,anaphase promoting complex subunit 9|L000004321,Saccharomyces cerevisiae (S288c)
YGL016W,KAP122,PDR6|L000001366,Saccharomyces cerevisiae (S288c)
YGL241W,KAP114,L000004867,Saccharomyces cerevisiae (S288c)
YGL155W,CDC43,CAL1|protein geranylgeranyltransferase type I subunit CDC43|L000000277,Saccharomyces cerevisiae (S288c)
YJR088C,EMC2,-,Saccharomyces cerevisiae (S288c)
YGL212W,VAM7,VPL24|VPS43|L000002452,Saccharomyces cerevisiae (S288c)
YMR315W,YMR315W,-,Saccharomyces cerevisiae (S288c)
YGL249W,ZIP2,L000003536,Saccharomyces cerevisiae (S288c)
YML066C,SMA2,-,Saccharomyces cerevisiae (S288c)
YGR002C,SWC4,EAF2|GOD1,Saccharomyces cerevisiae (S288c)
YKL038W,RGT1,L000003482,Saccharomyces cerevisiae (S288c)
YHR181W,SVP26,ERV26,Saccharomyces cerevisiae (S288c)
YGR206W,MVB12,ubiquitin-binding ESCRT-I subunit protein MVB12,Saccharomyces cerevisiae (S288c)
YLR220W,CCC1,L000000234,Saccharomyces cerevisiae (S288c)
YGR225W,AMA1,SPO70|L000004668,Saccharomyces cerevisiae (S288c)
YIL065C,FIS1,MDV2,Saccharomyces cerevisiae (S288c)
YGR284C,ERV29,-,Saccharomyces cerevisiae (S288c)
YML012W,ERV25,L000004076,Saccharomyces cerevisiae (S288c)
YLR360W,VPS38,VPL17|L000003511,Saccharomyces cerevisiae (S288c)
YHR039C,MSC7,-,Saccharomyces cerevisiae (S288c)
YOR132W,VPS17,PEP21|VPT3|L000002472|S000029642|L000002479,Saccharomyces cerevisiae (S288c)
YHR067W,HTD2,RMD12|hydroxyacyl-thioester dehydratase HTD2,Saccharomyces cerevisiae (S288c)
YPL115C,BEM3,L000000169,Saccharomyces cerevisiae (S288c)
YHR101C,BIG1,L000003416,Saccharomyces cerevisiae (S288c)
YGR196C,FYV8,-,Saccharomyces cerevisiae (S288c)
YOL053W,AIM39,-,Saccharomyces cerevisiae (S288c)
YHR121W,LSM12,-,Saccharomyces cerevisiae (S288c)
YHR142W,CHS7,S000007442,Saccharomyces cerevisiae (S288c)
YKL116C,PRR1,serine/threonine protein kinase PRR1,Saccharomyces cerevisiae (S288c)
YHR144C,DCD1,L000000496,Saccharomyces cerevisiae (S288c)
YGL231C,EMC4,-,Saccharomyces cerevisiae (S288c)
YHR165C,PRP8,DBF3|DNA39|RNA8|SLT21|USA2|U4/U6-U5 snRNP complex component PRP8|L000001500|L000003226,Saccharomyces cerevisiae (S288c)
YJL154C,VPS35,GRD9|VPT7|L000002477,Saccharomyces cerevisiae (S288c)
YHR199C-A,NBL1,MCL1,Saccharomyces cerevisiae (S288c)
YOR216C,RUD3,GRP1|L000004185,Saccharomyces cerevisiae (S288c)
YKL207W,EMC3,AIM27|LRC3,Saccharomyces cerevisiae (S288c)
YIL016W,SNL1,L000004403,Saccharomyces cerevisiae (S288c)
YIL033C,BCY1,SRA1|cAMP-dependent protein kinase regulatory subunit BCY1|L000002044,Saccharomyces cerevisiae (S288c)
YJL030W,MAD2,spindle checkpoint protein MAD2|L000000975,Saccharomyces cerevisiae (S288c)
YGL086W,MAD1,coiled-coil domain-containing protein MAD1|L000000974,Saccharomyces cerevisiae (S288c)
YJR082C,EAF6,-,Saccharomyces cerevisiae (S288c)
YJR140C,HIR3,HPC1|L000003127,Saccharomyces cerevisiae (S288c)
YOR064C,YNG1,YOR29-15|S000007517,Saccharomyces cerevisiae (S288c)
YKL010C,UFD4,putative ubiquitin-protein ligase UFD4|L000003509,Saccharomyces cerevisiae (S288c)
YMR067C,UBX4,CUI1,Saccharomyces cerevisiae (S288c)
YKL193C,SDS22,EGP1|L000002590,Saccharomyces cerevisiae (S288c)
YLR263W,RED1,L000001608,Saccharomyces cerevisiae (S288c)
YML103C,NUP188,L000003099,Saccharomyces cerevisiae (S288c)
YLL050C,COF1,cofilin|L000000377,Saccharomyces cerevisiae (S288c)
YBL041W,PRE7,PRS3|proteasome core particle subunit beta 6|L000002699,Saccharomyces cerevisiae (S288c)
YLR014C,PPR1,L000001475,Saccharomyces cerevisiae (S288c)
YLR066W,SPC3,L000003542|S000029502|L000002875,Saccharomyces cerevisiae (S288c)
YNL126W,SPC98,L000003430,Saccharomyces cerevisiae (S288c)
YOR023C,AHC1,-,Saccharomyces cerevisiae (S288c)
YLR196W,PWP1,L000001539,Saccharomyces cerevisiae (S288c)
YNL255C,GIS2,L000004862,Saccharomyces cerevisiae (S288c)
YMR019W,STB4,L000003367,Saccharomyces cerevisiae (S288c)
YLR299W,ECM38,CIS2|gamma-glutamyltransferase|L000003905,Saccharomyces cerevisiae (S288c)
YOR242C,SSP2,L000004585,Saccharomyces cerevisiae (S288c)
YLR305C,STT4,1-phosphatidylinositol 4-kinase STT4|L000002137,Saccharomyces cerevisiae (S288c)
YBR229C,ROT2,"GLS2|glucan 1,3-alpha-glucosidase ROT2|L000003405",Saccharomyces cerevisiae (S288c)
YLR347C,KAP95,RSL1|L000002781|L000002885,Saccharomyces cerevisiae (S288c)
YLR363W-A,YLR363W-A,-,Saccharomyces cerevisiae (S288c)
YKR056W,TRM2,NUC2|NUD1|RNC1|L000001652|L000001284,Saccharomyces cerevisiae (S288c)
YPR065W,ROX1,REO1|L000001661,Saccharomyces cerevisiae (S288c)
YLR459W,GAB1,CDC91|L000000290,Saccharomyces cerevisiae (S288c)
YPR109W,YPR109W,-,Saccharomyces cerevisiae (S288c)
YML108W,YML108W,-,Saccharomyces cerevisiae (S288c)
YPL046C,ELC1,elongin C|L000004351,Saccharomyces cerevisiae (S288c)
YML130C,ERO1,L000004013,Saccharomyces cerevisiae (S288c)
YMR129W,POM152,L000001464,Saccharomyces cerevisiae (S288c)
YMR004W,MVP1,L000001221,Saccharomyces cerevisiae (S288c)
YPR079W,MRL1,-,Saccharomyces cerevisiae (S288c)
YMR033W,ARP9,RSC12|SWP59|L000003438,Saccharomyces cerevisiae (S288c)
YER164W,CHD1,chromatin-remodeling ATPase CHD1|L000003467,Saccharomyces cerevisiae (S288c)
YKL054C,DEF1,VID31|DNA damage-responsive RNA polymerase-degradation factor DEF1,Saccharomyces cerevisiae (S288c)
YOR027W,STI1,Hsp90 cochaperone STI1|L000002129,Saccharomyces cerevisiae (S288c)
YNL288W,CAF40,CCR4-NOT core subunit CAF40,Saccharomyces cerevisiae (S288c)
YOR268C,YOR268C,-,Saccharomyces cerevisiae (S288c)
YNL314W,DAL82,DURM|L000000482,Saccharomyces cerevisiae (S288c)
YOR038C,HIR2,SPT1|L000000777,Saccharomyces cerevisiae (S288c)
YNL321W,VNX1,-,Saccharomyces cerevisiae (S288c)
YPL183C,RTT10,ERE2|TRM734,Saccharomyces cerevisiae (S288c)
YNR049C,MSO1,L000003070,Saccharomyces cerevisiae (S288c)
YPL259C,APM1,YAP54|L000002494,Saccharomyces cerevisiae (S288c)
YOL034W,SMC5,DNA repair ATPase SMC5,Saccharomyces cerevisiae (S288c)
YOR368W,RAD17,L000001566,Saccharomyces cerevisiae (S288c)
YOR057W,SGT1,YOR29-08|L000003443|L000004087,Saccharomyces cerevisiae (S288c)
YOR075W,UFE1,YOR29-26|L000002637,Saccharomyces cerevisiae (S288c)
YLL038C,ENT4,-,Saccharomyces cerevisiae (S288c)
YOR165W,SEY1,dynamin-like GTPase SEY1,Saccharomyces cerevisiae (S288c)
YPL244C,HUT1,-,Saccharomyces cerevisiae (S288c)
YOR189W,IES4,-,Saccharomyces cerevisiae (S288c)
YPR017C,DSS4,guanine nucleotide exchange factor DSS4|L000000529,Saccharomyces cerevisiae (S288c)
YOR275C,RIM20,-,Saccharomyces cerevisiae (S288c)
YPR106W,ISR1,putative protein kinase ISR1|L000004210,Saccharomyces cerevisiae (S288c)
YOR335C,ALA1,CDC64|alanine--tRNA ligase|L000000286|L000002757,Saccharomyces cerevisiae (S288c)
YJL147C,YJL147C,-,Saccharomyces cerevisiae (S288c)
YOR336W,KRE5,L000000914,Saccharomyces cerevisiae (S288c)
YOR009W,TIR4,-,Saccharomyces cerevisiae (S288c)
YPL085W,SEC16,LPF1|L000003051,Saccharomyces cerevisiae (S288c)
YLR292C,SEC72,SEC67|SIM2|Sec63 complex subunit SEC72|L000001857,Saccharomyces cerevisiae (S288c)
YPL160W,CDC60,leucine--tRNA ligase CDC60|LeuRS|L000000283,Saccharomyces cerevisiae (S288c)
YPR160W,GPH1,L000000724,Saccharomyces cerevisiae (S288c)
YCR095C,OCA4,-,Saccharomyces cerevisiae (S288c)
YDR067C,OCA6,-,Saccharomyces cerevisiae (S288c)
YDR403W,DIT1,L000000506,Saccharomyces cerevisiae (S288c)
YOR382W,FIT2,-,Saccharomyces cerevisiae (S288c)
YGL203C,KEX1,L000000895,Saccharomyces cerevisiae (S288c)
YNR066C,YNR066C,-,Saccharomyces cerevisiae (S288c)
YJL005W,CYR1,CDC35|FIL1|HSR1|SRA4|TSM0185|adenylate cyclase|L000000467,Saccharomyces cerevisiae (S288c)
YOL110W,SHR5,ERF4|L000002592,Saccharomyces cerevisiae (S288c)
YJL053W,PEP8,GRD6|VPS26|VPT4|retromer subunit PEP8|L000001378,Saccharomyces cerevisiae (S288c)
YHR012W,VPS29,PEP11|VPT6|L000002840,Saccharomyces cerevisiae (S288c)
YJR084W,YJR084W,CSN12|S000007581,Saccharomyces cerevisiae (S288c)
YPL003W,ULA1,ENR2|L000004374,Saccharomyces cerevisiae (S288c)
YLR018C,POM34,-,Saccharomyces cerevisiae (S288c)
YJR074W,MOG1,L000004615,Saccharomyces cerevisiae (S288c)
YLR021W,IRC25,DMP2|PBA3|POC3,Saccharomyces cerevisiae (S288c)
YOR215C,AIM41,-,Saccharomyces cerevisiae (S288c)
YLR119W,SRN2,SRN10|VPL16|VPS37|ESCRT-I subunit protein SRN2|L000003103,Saccharomyces cerevisiae (S288c)
YLR172C,DPH5,diphthine synthase|L000000523,Saccharomyces cerevisiae (S288c)
YKL191W,DPH2,L000000522,Saccharomyces cerevisiae (S288c)
YMR291W,TDA1,protein kinase TDA1,Saccharomyces cerevisiae (S288c)
YPL099C,INA17,AIM43|FMP14,Saccharomyces cerevisiae (S288c)
YNL281W,HCH1,L000004817,Saccharomyces cerevisiae (S288c)
YPR098C,YPR098C,-,Saccharomyces cerevisiae (S288c)
YOR264W,DSE3,-,Saccharomyces cerevisiae (S288c)
YPL260W,YPL260W,-,Saccharomyces cerevisiae (S288c)
YPL196W,OXR1,-,Saccharomyces cerevisiae (S288c)
YPR095C,SYT1,Arf family guanine nucleotide exchange factor SYT1|L000004575,Saccharomyces cerevisiae (S288c)
YMR075W,RCO1,-,Saccharomyces cerevisiae (S288c)
YPR189W,SKI3,SKI5|SKI complex subunit tetratricopeptide repeat protein SKI3|L000001904,Saccharomyces cerevisiae (S288c)
YGL213C,SKI8,REC103|SKI complex subunit WD repeat protein SKI8|L000001906,Saccharomyces cerevisiae (S288c)
YDL213C,NOP6,-,Saccharomyces cerevisiae (S288c)
YDL099W,BUG1,-,Saccharomyces cerevisiae (S288c)
YGL161C,YIP5,-,Saccharomyces cerevisiae (S288c)
YKL052C,ASK1,-,Saccharomyces cerevisiae (S288c)
YKR048C,NAP1,histone chaperone NAP1|L000001232,Saccharomyces cerevisiae (S288c)
YMR070W,MOT3,ROX7|[MOT3]|[MOT3+]|L000002675,Saccharomyces cerevisiae (S288c)
YMR117C,SPC24,L000004694,Saccharomyces cerevisiae (S288c)
YNL051W,COG5,API4|COD4,Saccharomyces cerevisiae (S288c)
YNL294C,RIM21,PAL2,Saccharomyces cerevisiae (S288c)
YOL111C,MDY2,GET5|TMA24,Saccharomyces cerevisiae (S288c)
YOR002W,ALG6,"dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase|L000003977",Saccharomyces cerevisiae (S288c)
YOR085W,OST3,L000002943,Saccharomyces cerevisiae (S288c)
YOR269W,PAC1,L000001328,Saccharomyces cerevisiae (S288c)
YPL241C,CIN2,L000000337,Saccharomyces cerevisiae (S288c)
YPR129W,SCD6,LSM13|L000001806,Saccharomyces cerevisiae (S288c)
YDR162C,NBP2,L000002861,Saccharomyces cerevisiae (S288c)
YFL008W,SMC1,CHL10|cohesin subunit SMC1|L000001926,Saccharomyces cerevisiae (S288c)
YFL025C,BST1,PER17|L000004294,Saccharomyces cerevisiae (S288c)
YFR051C,RET2,L000004127,Saccharomyces cerevisiae (S288c)
YGL093W,SPC105,L000004697,Saccharomyces cerevisiae (S288c)
YGL137W,SEC27,L000001848,Saccharomyces cerevisiae (S288c)
YGR179C,OKP1,-,Saccharomyces cerevisiae (S288c)
YHR082C,KSP1,putative serine/threonine protein kinase KSP1|L000000921,Saccharomyces cerevisiae (S288c)
YHR156C,LIN1,SNU40,Saccharomyces cerevisiae (S288c)
YIL144W,NDC80,HEC1|TID3|L000004311,Saccharomyces cerevisiae (S288c)
YJL123C,MTC1,-,Saccharomyces cerevisiae (S288c)
YJR053W,BFA1,IBD1,Saccharomyces cerevisiae (S288c)
YJR125C,ENT3,-,Saccharomyces cerevisiae (S288c)
YMR028W,TAP42,L000002599,Saccharomyces cerevisiae (S288c)
YPR133C,SPN1,IWS1,Saccharomyces cerevisiae (S288c)
YBL064C,PRX1,-,Saccharomyces cerevisiae (S288c)
YDL230W,PTP1,tyrosine protein phosphatase PTP1|L000001525,Saccharomyces cerevisiae (S288c)
YBR030W,RKM3,-,Saccharomyces cerevisiae (S288c)
YOR021C,SFM1,-,Saccharomyces cerevisiae (S288c)
YBR203W,COS111,-,Saccharomyces cerevisiae (S288c)
YMR174C,PAI3,IA3|L000001332,Saccharomyces cerevisiae (S288c)
YDR169C-A,YDR169C-A,-,Saccharomyces cerevisiae (S288c)
YLR325C,RPL38,ribosomal 60S subunit protein L38|L38e|L38|L000004468,Saccharomyces cerevisiae (S288c)
YDR210W,YDR210W,-,Saccharomyces cerevisiae (S288c)
YOL031C,SIL1,SLS1,Saccharomyces cerevisiae (S288c)
YDR294C,DPL1,BST1|sphinganine-1-phosphate aldolase DPL1|L000004296,Saccharomyces cerevisiae (S288c)
YIL101C,XBP1,L000004246,Saccharomyces cerevisiae (S288c)
YDR316W,OMS1,-,Saccharomyces cerevisiae (S288c)
YNR022C,MRPL50,mitochondrial 54S ribosomal protein MRPL50,Saccharomyces cerevisiae (S288c)
YDR379C-A,SDH6,-,Saccharomyces cerevisiae (S288c)
YHR083W,SAM35,FMP20|TOB38|TOM38|SAM complex subunit SAM35,Saccharomyces cerevisiae (S288c)
YGR174W-A,YGR174W-A,-,Saccharomyces cerevisiae (S288c)
YIL161W,YIL161W,-,Saccharomyces cerevisiae (S288c)
YGR187C,HGH1,L000003003,Saccharomyces cerevisiae (S288c)
YMR023C,MSS1,PET53|L000001201,Saccharomyces cerevisiae (S288c)
YGR202C,PCT1,BSR2|CCT1|choline-phosphate cytidylyltransferase|L000000240,Saccharomyces cerevisiae (S288c)
YJL192C,SOP4,-,Saccharomyces cerevisiae (S288c)
YHL015W-A,YHL015W-A,-,Saccharomyces cerevisiae (S288c)
YKL214C,YRA2,-,Saccharomyces cerevisiae (S288c)
YMR152W,YIM1,L000002671,Saccharomyces cerevisiae (S288c)
YHL024W,RIM4,L000004288|L000004795,Saccharomyces cerevisiae (S288c)
YPL054W,LEE1,L000002859,Saccharomyces cerevisiae (S288c)
YKL206C,ADD66,PBA2|POC2,Saccharomyces cerevisiae (S288c)
YLR199C,PBA1,POC1,Saccharomyces cerevisiae (S288c)
YLR224W,YLR224W,-,Saccharomyces cerevisiae (S288c)
YPL170W,DAP1,-,Saccharomyces cerevisiae (S288c)
YLR287C,YLR287C,-,Saccharomyces cerevisiae (S288c)
YOR166C,SWT1,-,Saccharomyces cerevisiae (S288c)
YML088W,UFO1,SCF ubiquitin ligase complex subunit UFO1,Saccharomyces cerevisiae (S288c)
YDL091C,UBX3,-,Saccharomyces cerevisiae (S288c)
YNL042W-B,YNL042W-B,-,Saccharomyces cerevisiae (S288c)
YMR160W,YMR160W,-,Saccharomyces cerevisiae (S288c)
YOL117W,RRI2,CSN10|S000007579,Saccharomyces cerevisiae (S288c)
YDR179C,CSN9,S000007578,Saccharomyces cerevisiae (S288c)
YOL155C,HPF1,-,Saccharomyces cerevisiae (S288c)
YPR075C,OPY2,L000004017,Saccharomyces cerevisiae (S288c)
YOR113W,AZF1,L000000158,Saccharomyces cerevisiae (S288c)
YPR199C,ARR1,ACR1|YAP8|L000004292,Saccharomyces cerevisiae (S288c)
YOR352W,TFB6,TFIIH complex subunit TFB6,Saccharomyces cerevisiae (S288c)
YPR118W,MRI1,S-methyl-5-thioribose-1-phosphate isomerase MRI1,Saccharomyces cerevisiae (S288c)
YPR066W,UBA3,NEDD8-activating protein UBA3|L000004373,Saccharomyces cerevisiae (S288c)
YPR193C,HPA2,KAT10|L000004379,Saccharomyces cerevisiae (S288c)
YML107C,PML39,-,Saccharomyces cerevisiae (S288c)
YDL170W,UGA3,L000002423,Saccharomyces cerevisiae (S288c)
YOR032C,HMS1,L000004441,Saccharomyces cerevisiae (S288c)
YKR060W,UTP30,-,Saccharomyces cerevisiae (S288c)
YHR137W,ARO9,aromatic-amino-acid:2-oxoglutarate transaminase|L000003950,Saccharomyces cerevisiae (S288c)
YFL003C,MSH4,MutS family protein MSH4|L000001192,Saccharomyces cerevisiae (S288c)
YOR164C,GET4,ENV8,Saccharomyces cerevisiae (S288c)
YHR193C,EGD2,L000000546|L000002606,Saccharomyces cerevisiae (S288c)
YKL209C,STE6,ATP-binding cassette alpha-factor transporter STE6|L000002116,Saccharomyces cerevisiae (S288c)
YNL078W,NIS1,JIP1,Saccharomyces cerevisiae (S288c)
YLR059C,REX2,YNT20|L000003035,Saccharomyces cerevisiae (S288c)
YOR017W,PET127,L000001399,Saccharomyces cerevisiae (S288c)
YLR262C-A,TMA7,RBF7,Saccharomyces cerevisiae (S288c)
YPR078C,YPR078C,-,Saccharomyces cerevisiae (S288c)
YOR313C,SPS4,L000002026,Saccharomyces cerevisiae (S288c)
YMR055C,BUB2,PAC7|L000000197,Saccharomyces cerevisiae (S288c)
YOR184W,SER1,ADE9|O-phospho-L-serine:2-oxoglutarate transaminase|L000001865,Saccharomyces cerevisiae (S288c)
YBL060W,YEL1,Arf family guanine nucleotide exchange factor YEL1,Saccharomyces cerevisiae (S288c)
YJL118W,YJL118W,-,Saccharomyces cerevisiae (S288c)
YGR007W,ECT1,MUQ1|ethanolamine-phosphate cytidylyltransferase|L000001218,Saccharomyces cerevisiae (S288c)
YMR241W,YHM2,L000004516,Saccharomyces cerevisiae (S288c)
YPL267W,ACM1,-,Saccharomyces cerevisiae (S288c)
YDR335W,MSN5,KAP142|STE21|L000002124|L000003212,Saccharomyces cerevisiae (S288c)
YFR019W,FAB1,SVL7|1-phosphatidylinositol-3-phosphate 5-kinase|L000000597,Saccharomyces cerevisiae (S288c)
YBR275C,RIF1,DNA-binding protein RIF1|L000001639,Saccharomyces cerevisiae (S288c)
YDL128W,VCX1,HUM1|MNR1|L000002990,Saccharomyces cerevisiae (S288c)
YOR377W,ATF1,L000000138,Saccharomyces cerevisiae (S288c)
YGR177C,ATF2,L000003345,Saccharomyces cerevisiae (S288c)
YMR247C,RKR1,LTN1|ubiquitin-protein ligase RKR1,Saccharomyces cerevisiae (S288c)
YLR357W,RSC2,L000004025,Saccharomyces cerevisiae (S288c)
YDR425W,SNX41,-,Saccharomyces cerevisiae (S288c)
YDL113C,ATG20,CVT20|SNX42,Saccharomyces cerevisiae (S288c)
YAL019W,FUN30,DNA-dependent ATPase FUN30|L000000645,Saccharomyces cerevisiae (S288c)
YDL074C,BRE1,E3 ubiquitin-protein ligase BRE1,Saccharomyces cerevisiae (S288c)
YMR140W,SIP5,-,Saccharomyces cerevisiae (S288c)
YDR507C,GIN4,ERC47|protein kinase GIN4|L000002876,Saccharomyces cerevisiae (S288c)
YMR145C,NDE1,NDH1|NADH-ubiquinone reductase (H(+)-translocating) NDE1,Saccharomyces cerevisiae (S288c)
YDR353W,TRR1,thioredoxin-disulfide reductase TRR1|L000003953,Saccharomyces cerevisiae (S288c)
YGR209C,TRX2,LMA1|thioredoxin TRX2|L000002358,Saccharomyces cerevisiae (S288c)
YOL054W,PSH1,ubiquitin-protein ligase PSH1,Saccharomyces cerevisiae (S288c)
CR_03800C_A,PPH3,orf19.4378|orf19.4350|CaO6.2806|CAWG_01715|PPH32.3f|CaO19.4378|orf6.4543|orf19.11856|CaO19.11828|Contig4-2577_0002|CA2590|CR_03800C|IPF22893.1|Contig4-2849_0022|IPF13700.2|IPF22894.1|IPF12918.1|CaO6.4543|CaO19.11856|orf6.2806|orf19.11828|CA1348|CaO19.4350|CR_03800C_B|PPH3.3b,Candida albicans (SC5314)
YKL179C,COY1,-,Saccharomyces cerevisiae (S288c)
YNL001W,DOM34,ribosome dissociation factor DOM34|L000000517,Saccharomyces cerevisiae (S288c)
YLR398C,SKI2,SKI complex RNA helicase subunit SKI2|L000001903,Saccharomyces cerevisiae (S288c)
YGR271W,SLH1,-,Saccharomyces cerevisiae (S288c)
SPBC25D12.05,trm1,-,Schizosaccharomyces pombe (972h)
SPAC57A10.10c,sla1,-,Schizosaccharomyces pombe (972h)
YKL042W,SPC42,L000004148,Saccharomyces cerevisiae (S288c)
YPL124W,SPC29,LPH3|NIP29|L000001253,Saccharomyces cerevisiae (S288c)
SPAC25G10.07c,cut7,-,Schizosaccharomyces pombe (972h)
SPAC3A11.14c,pkl1,SPAC3H5.03c|klp1,Schizosaccharomyces pombe (972h)
SPAC29A4.11,rga3,-,Schizosaccharomyces pombe (972h)
SPBC28E12.03,rga4,-,Schizosaccharomyces pombe (972h)
SPAC589.12,SPAC589.12,SPAC688.01,Schizosaccharomyces pombe (972h)
YLL021W,SPA2,FUS6|PEA1|PPF1|L000001989,Saccharomyces cerevisiae (S288c)
YFR015C,GSY1,glycogen (starch) synthase GSY1|L000000739,Saccharomyces cerevisiae (S288c)
YLR258W,GSY2,glycogen (starch) synthase GSY2|L000000740,Saccharomyces cerevisiae (S288c)
YGL062W,PYC1,pyruvate carboxylase 1|L000001542,Saccharomyces cerevisiae (S288c)
YBR218C,PYC2,pyruvate carboxylase 2|L000001543,Saccharomyces cerevisiae (S288c)
YLR176C,RFX1,CRT1|L000004129,Saccharomyces cerevisiae (S288c)
YGL021W,ALK1,protein kinase ALK1|L000002852,Saccharomyces cerevisiae (S288c)
YBL009W,ALK2,protein kinase ALK2,Saccharomyces cerevisiae (S288c)
YDR171W,HSP42,L000003095,Saccharomyces cerevisiae (S288c)
YPL121C,MEI5,LPH6|L000001061,Saccharomyces cerevisiae (S288c)
YDR414C,ERD1,LDB2|L000000566|L000004741,Saccharomyces cerevisiae (S288c)
YLR087C,CSF1,-,Saccharomyces cerevisiae (S288c)
YMR010W,YMR010W,-,Saccharomyces cerevisiae (S288c)
