BioGRID ID,Experimental System Type,Author,Publication Source,Qualifications,Organism
196423,genetic,Valachovic M (2006),PUBMED:16702413,rescue of hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196424,genetic,Valachovic M (2006),PUBMED:16702413,rescue of hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196425,genetic,Valachovic M (2006),PUBMED:16702413,rescue of hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196426,genetic,Valachovic M (2006),PUBMED:16702413,rescue of hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196427,genetic,Valachovic M (2006),PUBMED:16702413,rescue of hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196430,genetic,Valachovic M (2006),PUBMED:16702413,erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196431,genetic,Valachovic M (2006),PUBMED:16702413,erg2 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196432,genetic,Valachovic M (2006),PUBMED:16702413,rescue of hap1 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196433,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg6 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196434,genetic,Valachovic M (2006),PUBMED:16702413,rescue of erg28 upc2 ecm22 triple mutant,Saccharomyces cerevisiae (S288c)
196526,genetic,Guillet M (2006),PUBMED:16617146,apn1/apn2/dut1 triple mutants show a growth defect|genetic complex,Saccharomyces cerevisiae (S288c)
196527,genetic,Guillet M (2006),PUBMED:16617146,apn1/apn2/dut1 triple mutants show a growth defect|genetic complex,Saccharomyces cerevisiae (S288c)
196528,genetic,Guillet M (2006),PUBMED:16617146,apn1/rad14/dut1 triple mutants show a growth defect|apn2/rad14/dut1 triple mutants show a growth defect|genetic complex,Saccharomyces cerevisiae (S288c)
202023,genetic,Gentzsch M (1996),PUBMED:8918452,pmtlpmt2pmt4 and pmt2pmt3pmt4 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
202024,genetic,Gentzsch M (1996),PUBMED:8918452,pmtlpmt2pmt4 and pmt2pmt3pmt4 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
202025,genetic,Gentzsch M (1996),PUBMED:8918452,pmtlpmt2pmt4 and pmt2pmt3pmt4 triple mutants are lethal,Saccharomyces cerevisiae (S288c)
202028,genetic,Gentzsch M (1996),PUBMED:8918452,pmt1/2/3 triple mutant,Saccharomyces cerevisiae (S288c)
202029,genetic,Gentzsch M (1996),PUBMED:8918452,pmt1/2/3 triple mutant,Saccharomyces cerevisiae (S288c)
202252,genetic,Abe H (2004),PUBMED:14734022,Deletion of PIR4 causes synthetic lethality in a pir1 pir2 pir3 triple mutant grown on 0.01% SDS.,Saccharomyces cerevisiae (S288c)
202253,genetic,Abe H (2004),PUBMED:14734022,Deletion of PIR4 causes synthetic lethality in a pir1 pir2 pir3 triple mutant grown on 0.01% SDS.,Saccharomyces cerevisiae (S288c)
202254,genetic,Abe H (2004),PUBMED:14734022,Deletion of PIR4 causes synthetic lethality in a pir1 pir2 pir3 triple mutant grown on 0.01% SDS.,Saccharomyces cerevisiae (S288c)
202452,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|in sjl2 sjl3 mutant backgroundrescues at 35C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202453,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|in sjl2 sjl3 mutant backgroundrescues at 35C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202454,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|in sjl2 sjl3 mutant backgroundrescues at 35C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202455,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|in sjl2 sjl3 mutant backgroundrescues at 35C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202456,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|in sjl2 sjl3 mutant backgroundrescues at 35C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202457,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|in sjl2 sjl3 mutant backgroundrescues at 35C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202458,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202459,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202460,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202462,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202463,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202464,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202465,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202466,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202467,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
202468,genetic,Parrish WR (2005),PUBMED:16306222,genetic complex|in sjl2 sjl3 mutant backgroundrescues at 26C|overexpression partially rescues growth in a ymr1/inp52/inp53 triple mutant,Saccharomyces cerevisiae (S288c)
203037,genetic,Segal M (2000),PUBMED:10662771,cdc28-4 clb3 clb4 triple mutants exhibit delayed spindle development.,Saccharomyces cerevisiae (S288c)
203038,genetic,Segal M (2000),PUBMED:10662771,cdc28-4 clb3 clb4 triple mutants exhibit delayed spindle development.,Saccharomyces cerevisiae (S288c)
204153,genetic,Allen KD (2007),PUBMED:17142456,ubc4 ssb1 ssb2 triple mutant,Saccharomyces cerevisiae (S288c)
204246,genetic,Hishida T (2006),PUBMED:16809783,mgs1 rad5 rev3 triple mutant,Saccharomyces cerevisiae (S288c)
204247,genetic,Hishida T (2006),PUBMED:16809783,mgs1 rad5 rev3 triple mutant,Saccharomyces cerevisiae (S288c)
204248,genetic,Hishida T (2006),PUBMED:16809783,pol30 mgs1 rad18 triple mutant,Saccharomyces cerevisiae (S288c)
204249,genetic,Hishida T (2006),PUBMED:16809783,pol30 mgs1 rad18 triple mutant,Saccharomyces cerevisiae (S288c)
204295,genetic,Noji T (2006),PUBMED:16600184,lem3 cdc50 crf1 triple mutant,Saccharomyces cerevisiae (S288c)
205014,genetic,Tabuchi M (2006),PUBMED:16847337,csg2 slm1 slm2 triple mutant,Saccharomyces cerevisiae (S288c)
205193,genetic,Boiteux S (2006),PUBMED:16793364,rad14 apn1 apn2 triple mutant,Saccharomyces cerevisiae (S288c)
205194,genetic,Boiteux S (2006),PUBMED:16793364,rad14 apn1 apn2 triple mutant,Saccharomyces cerevisiae (S288c)
205195,genetic,Boiteux S (2006),PUBMED:16793364,rad1 apn1 apn2 triple mutant,Saccharomyces cerevisiae (S288c)
205196,genetic,Boiteux S (2006),PUBMED:16793364,rad1 apn1 apn2 triple mutant,Saccharomyces cerevisiae (S288c)
205252,genetic,Foster SS (2006),PUBMED:16765654,cdc13 cdc15 rad50 triple mutant|cdc13 cdc15 rad9 triple mutant,Saccharomyces cerevisiae (S288c)
205253,genetic,Foster SS (2006),PUBMED:16765654,cdc13 cdc15 rad50 triple mutant,Saccharomyces cerevisiae (S288c)
205254,genetic,Foster SS (2006),PUBMED:16765654,cdc13 cdc15 rad9 triple mutant,Saccharomyces cerevisiae (S288c)
205268,genetic,Sakane H (2006),PUBMED:17062999,gga1 gga2 cdc50 triple mutant,Saccharomyces cerevisiae (S288c)
205269,genetic,Sakane H (2006),PUBMED:17062999,gga1 gga2 cdc50 triple mutant,Saccharomyces cerevisiae (S288c)
205424,genetic,Blake D (2006),PUBMED:16751663,dia2 mec1 sml1 triple mutant,Saccharomyces cerevisiae (S288c)
205425,genetic,Blake D (2006),PUBMED:16751663,dia2 mec1 sml1 triple mutant|dia2 sml1 rad53 triple mutant,Saccharomyces cerevisiae (S288c)
205426,genetic,Blake D (2006),PUBMED:16751663,dia2 sml1 rad53 triple mutant,Saccharomyces cerevisiae (S288c)
205427,genetic,Blake D (2006),PUBMED:16751663,dia2 rad9 mrc1 triple mutant,Saccharomyces cerevisiae (S288c)
205428,genetic,Blake D (2006),PUBMED:16751663,dia2 rad9 mrc1 triple mutant,Saccharomyces cerevisiae (S288c)
205685,genetic,Ye T (2006),PUBMED:17030993,genetic complex|gis4 cmp1 cmp2 triple mutant,Saccharomyces cerevisiae (S288c)
205686,genetic,Ye T (2006),PUBMED:17030993,genetic complex|gis4 cmp1 cmp2 triple mutant,Saccharomyces cerevisiae (S288c)
205687,genetic,Ye T (2006),PUBMED:17030993,genetic complex|snf1 cmp1 cmp2 triple mutant,Saccharomyces cerevisiae (S288c)
205688,genetic,Ye T (2006),PUBMED:17030993,genetic complex|snf1 cmp1 cmp2 triple mutant,Saccharomyces cerevisiae (S288c)
205953,genetic,Lacefield S (2006),PUBMED:16582437,pac10 plp1 yap4 triple mutant,Saccharomyces cerevisiae (S288c)
205954,genetic,Lacefield S (2006),PUBMED:16582437,pac10 plp1 yap4 triple mutant,Saccharomyces cerevisiae (S288c)
206014,genetic,Menant A (2006),PUBMED:16977312,genetic complex|met4 stp1 stp2 triple mutant,Saccharomyces cerevisiae (S288c)
206015,genetic,Menant A (2006),PUBMED:16977312,genetic complex|met4 stp1 stp2 triple mutant,Saccharomyces cerevisiae (S288c)
206037,genetic,Norden C (2006),PUBMED:16615892,yku70 boi1 boi2 triple mutant,Saccharomyces cerevisiae (S288c)
206038,genetic,Norden C (2006),PUBMED:16615892,yku70 boi1 boi2 triple mutant,Saccharomyces cerevisiae (S288c)
206039,genetic,Norden C (2006),PUBMED:16615892,mre11 boi1 boi2 triple mutant,Saccharomyces cerevisiae (S288c)
206040,genetic,Norden C (2006),PUBMED:16615892,mre11 boi1 boi2 triple mutant,Saccharomyces cerevisiae (S288c)
206217,genetic,Budd ME (2005),PUBMED:16327883,dna2 meci tel1 triple mutant,Saccharomyces cerevisiae (S288c)
206218,genetic,Budd ME (2005),PUBMED:16327883,dna2 meci tel1 triple mutant,Saccharomyces cerevisiae (S288c)
206345,genetic,Diaz-Martinez LA (2006),PUBMED:17144915,rad23 ddi1 dsk2 triple mutant,Saccharomyces cerevisiae (S288c)
206346,genetic,Diaz-Martinez LA (2006),PUBMED:17144915,rad23 ddi1 dsk2 triple mutant,Saccharomyces cerevisiae (S288c)
213211,genetic,Zhang Y (2006),PUBMED:16769722,bypassed by iron supplementation|mrs3 mrs4 yfh1 triple mutant have severe growth defect|mrs3 mrs4 yfh1 triple mutant have severe growth defectbypassed by iron supplementation,Saccharomyces cerevisiae (S288c)
213212,genetic,Zhang Y (2006),PUBMED:16769722,"mrs3 mrs4 yfh1 triple mutant have severe growth defect, bypassed by iron supplementation",Saccharomyces cerevisiae (S288c)
238089,genetic,Liang Y (2007),PUBMED:17475775,Deletion of TRS65 in cells that express Trs120-myc and Trs130-HA confers temperature sensitivity.  The tagged versions of Trs120 and Trs130 are somewhat functionally impaired and the triple mutant phenotype suggests that Trs65 functions together with Trs120 and Trs130.,Saccharomyces cerevisiae (S288c)
238090,genetic,Liang Y (2007),PUBMED:17475775,Deletion of TRS65 in cells that express Trs120-myc and Trs130-HA confers temperature sensitivity.  The tagged versions of Trs120 and Trs130 are somewhat functionally impaired and the triple mutant phenotype suggests that Trs65 functions together with Trs120 and Trs130.,Saccharomyces cerevisiae (S288c)
238139,genetic,Carla Fama M (2007),PUBMED:17157937,erj5 jem1 scj1 triple mutant,Saccharomyces cerevisiae (S288c)
238140,genetic,Carla Fama M (2007),PUBMED:17157937,erj5 jem1 scj1 triple mutant,Saccharomyces cerevisiae (S288c)
238568,genetic,Cabib E (2007),PUBMED:17302808,fks1 crh1 crh2 triple mutant,Saccharomyces cerevisiae (S288c)
238569,genetic,Cabib E (2007),PUBMED:17302808,fks1 crh1 crh2 triple mutant,Saccharomyces cerevisiae (S288c)
238597,genetic,Ragu S (2007),PUBMED:17535927,rad10 apn1 apn2 triple mutant,Saccharomyces cerevisiae (S288c)
238598,genetic,Ragu S (2007),PUBMED:17535927,rad10 apn1 apn2 triple mutant,Saccharomyces cerevisiae (S288c)
238943,genetic,Lottersberger F (2007),PUBMED:17339336,esa1 bmh1 bmh2 triple mutant,Saccharomyces cerevisiae (S288c)
238944,genetic,Lottersberger F (2007),PUBMED:17339336,esa1 bmh1 bmh2 triple mutant,Saccharomyces cerevisiae (S288c)
238945,genetic,Lottersberger F (2007),PUBMED:17339336,yng2 bmh1 bmh2 triple mutant,Saccharomyces cerevisiae (S288c)
238946,genetic,Lottersberger F (2007),PUBMED:17339336,yng2 bmh1 bmh2 triple mutant,Saccharomyces cerevisiae (S288c)
239069,genetic,Corbett M (2006),PUBMED:17005296,iqg1 dbf2 dbf20 triple mutant is synthetic lethal,Saccharomyces cerevisiae (S288c)
239070,genetic,Corbett M (2006),PUBMED:17005296,iqg1 dbf2 dbf20 triple mutant is synthetic lethal,Saccharomyces cerevisiae (S288c)
239098,genetic,Hombauer H (2007),PUBMED:17550305,tpd3 rrd1 rrd2 triple mutant,Saccharomyces cerevisiae (S288c)
239099,genetic,Hombauer H (2007),PUBMED:17550305,tpd3 rrd1 rrd2 triple mutant,Saccharomyces cerevisiae (S288c)
239663,genetic,Ii T (2007),PUBMED:17669696,slx5 siz1 siz2 triple mutant,Saccharomyces cerevisiae (S288c)
239664,genetic,Ii T (2007),PUBMED:17669696,slx5 siz1 siz2 triple mutant,Saccharomyces cerevisiae (S288c)
239665,genetic,Ii T (2007),PUBMED:17669696,slx8 siz1 siz2 triple mutant,Saccharomyces cerevisiae (S288c)
239666,genetic,Ii T (2007),PUBMED:17669696,slx8 siz1 siz2 triple mutant,Saccharomyces cerevisiae (S288c)
239796,genetic,Chen XL (2007),PUBMED:17603101,rad52 siz1 siz2 triple mutant,Saccharomyces cerevisiae (S288c)
239797,genetic,Chen XL (2007),PUBMED:17603101,rad52 siz1 siz2 triple mutant,Saccharomyces cerevisiae (S288c)
239801,genetic,Chen XL (2007),PUBMED:17603101,MMS21/SIZ2/TOP1 triple mutants show a synthetic growth defect,Saccharomyces cerevisiae (S288c)
239902,genetic,Ma JL (2003),PUBMED:14612421,rad1 yku70 rad52 triple mutant more sensitive to gamma irradiation than yku70 rad52 mutant,Saccharomyces cerevisiae (S288c)
239903,genetic,Ma JL (2003),PUBMED:14612421,rad1 yku70 rad52 triple mutant more sensitive to gamma irradiation than yku70 rad52 mutant,Saccharomyces cerevisiae (S288c)
239922,genetic,Segal M (1998),PUBMED:9763426,clb6 clb5 cdc28 triple mutant,Saccharomyces cerevisiae (S288c)
239923,genetic,Segal M (1998),PUBMED:9763426,clb6 clb5 cdc28 triple mutant,Saccharomyces cerevisiae (S288c)
246697,genetic,West RR (2001),PUBMED:11739790,cdc25/klp5/klp6 triple mutants show size abnormalities related to microtubule formation|genetic complex,Schizosaccharomyces pombe (972h)
246912,genetic,Murray JM (1997),PUBMED:9372918,triple mutants show increased sensitivity to UV radiation compared to double mutants,Schizosaccharomyces pombe (972h)
246913,genetic,Murray JM (1997),PUBMED:9372918,triple mutants show increased sensitivity to UV radiation compared to double mutants,Schizosaccharomyces pombe (972h)
246932,genetic,West RR (2001),PUBMED:11739790,cdc25/klp5/klp6 triple mutants show size abnormalities related to microtubule formation|genetic complex,Schizosaccharomyces pombe (972h)
247084,genetic,Martin-Castellanos C (2000),PUBMED:10679013,The cell cycle defect seen in CIG1/CIG2/PUC1 triple mutants can be rescued by deletion of RUM1,Schizosaccharomyces pombe (972h)
247085,genetic,Martin-Castellanos C (2000),PUBMED:10679013,The cell cycle defect seen in CIG1/CIG2/PUC1 triple mutants can be rescued by deletion of RUM1,Schizosaccharomyces pombe (972h)
247352,genetic,Buck V (1995),PUBMED:8557037,Overexpression of crk1 rescues the growth defect mcs2/cdc2/cdc25 triple mutants,Schizosaccharomyces pombe (972h)
247353,genetic,Buck V (1995),PUBMED:8557037,Overexpression of crk1 rescues the growth defect mcs2/cdc2/cdc25 triple mutants,Schizosaccharomyces pombe (972h)
247354,genetic,Buck V (1995),PUBMED:8557037,Overexpression of crk1 rescues the growth defect mcs2/cdc2/cdc25 triple mutants,Schizosaccharomyces pombe (972h)
247575,genetic,Matsumoto S (2002),PUBMED:12136010,tsc1 int6 leu1-32 triple mutant has decreased growth on leucine-supplemented (low concentration) minimal media,Schizosaccharomyces pombe (972h)
247576,genetic,Matsumoto S (2002),PUBMED:12136010,tsc2 int6 leu1-32 triple mutant has decreased growth on leucine-supplemented (low concentration) minimal media,Schizosaccharomyces pombe (972h)
247646,genetic,Fujita M (1998),PUBMED:9560431,genetic complex|pka1/sck1/sck2 triple mutants show an increased doubling time and cellular aggregation,Schizosaccharomyces pombe (972h)
247647,genetic,Fujita M (1998),PUBMED:9560431,genetic complex|pka1/sck1/sck2 triple mutants show an increased doubling time and cellular aggregation,Schizosaccharomyces pombe (972h)
247730,genetic,Grishchuk AL (2003),PUBMED:14668362,dmc1/rhp55/rhp57 triple mutants show a loss of spore viability|genetic complex,Schizosaccharomyces pombe (972h)
247731,genetic,Grishchuk AL (2003),PUBMED:14668362,dmc1/rhp55/rhp57 triple mutants show a loss of spore viability|genetic complex,Schizosaccharomyces pombe (972h)
248216,genetic,Locovei AM (2006),PUBMED:17112379,cbh1/cbh2/cdc23 triple mutants show reduced restrictive temperature|genetic complex,Schizosaccharomyces pombe (972h)
248217,genetic,Locovei AM (2006),PUBMED:17112379,cbh1/cbh2/cdc23 triple mutants show reduced restrictive temperature|genetic complex,Schizosaccharomyces pombe (972h)
251724,genetic,Rebora K (2005),PUBMED:15744050,overexpression of PMU1 suppresses histidine requirement of ade3 ade16 ade17 triple mutant,Saccharomyces cerevisiae (S288c)
251737,genetic,Rebora K (2005),PUBMED:15744050,overexpression of PMU1 suppresses histidine requirement of ade3 ade16 ade17 triple mutant,Saccharomyces cerevisiae (S288c)
251741,genetic,Rebora K (2005),PUBMED:15744050,overexpression of PMU1 suppresses histidine requirement of ade3 ade16 ade17 triple mutant,Saccharomyces cerevisiae (S288c)
